n,dataset_idx,num_columns,mse,abse,bool_error,trial,gaussian_imse
500,2,35.0,1.2967114219581974,0.8315676269088741,0.603,36,-1.0
500,3,30.0,1.5512118230847012,0.8680283049442158,0.6128333333333333,36,-1.0
500,4,27.0,1.1896709445736946,0.7745816773637627,0.5828333333333333,36,-1.0
500,agg,,0.900266010982686,0.7299272776692213,0.5658333333333333,36,-1.0
500,naive_agg,,0.9548974337910944,0.7364261383883539,0.561,36,-1.0
500,opt_naive_agg,,0.9375160986664298,0.7302460492946751,0.5608333333333333,36,-1.0
500,imputed_baseline,,0.8885084963747777,0.7305416621288399,0.5685,36,-1.0
500,rw_imputed_baseline,,0.8874862050620603,0.7312204726143745,0.5716666666666667,36,-1.0
500,0,37.0,1.1031260126968143,0.7586878421915199,0.575,37,-1.0
500,1,36.0,1.0294909019184024,0.7820880275944,0.6013333333333334,37,-1.0
500,2,35.0,1.757741884561765,0.9043522007191004,0.6066666666666667,37,-1.0
500,3,30.0,1.0123267607561612,0.7762265812396636,0.5853333333333334,37,-1.0
500,4,27.0,4.279213518408384,0.7723867569356425,0.5593333333333333,37,-1.0
500,agg,,0.9222277964495028,0.7387132039945524,0.5726666666666667,37,-1.0
500,naive_agg,,1.0698446043845011,0.7479204138175164,0.5781666666666667,37,-1.0
500,opt_naive_agg,,1.2336498247411742,0.737067986950148,0.5626666666666666,37,-1.0
500,imputed_baseline,,0.92049188275938,0.7248181452388724,0.5628333333333333,37,-1.0
500,rw_imputed_baseline,,0.8921996787041937,0.7290430240485203,0.568,37,-1.0
500,0,37.0,1.0319958688131603,0.793085505151337,0.6076666666666667,38,-1.0
500,1,36.0,0.934220949683252,0.7553570368873405,0.5888333333333333,38,-1.0
500,2,35.0,1.0236601055873429,0.7744428815061462,0.586,38,-1.0
500,3,30.0,0.9621428614610884,0.7610355144891634,0.5628333333333333,38,-1.0
500,4,27.0,2.6409656169800058,0.768919636760812,0.5651666666666667,38,-1.0
500,agg,,0.8789702117184173,0.7260824814753997,0.5661666666666667,38,-1.0
500,naive_agg,,0.9184472541181824,0.7281140363008998,0.5571666666666667,38,-1.0
500,opt_naive_agg,,1.0029094274321393,0.7283606672472925,0.5568333333333333,38,-1.0
500,imputed_baseline,,0.8804168119925598,0.7292094052695061,0.568,38,-1.0
500,rw_imputed_baseline,,0.8866276235345077,0.7344099387399304,0.5771666666666667,38,-1.0
500,0,37.0,1.1311895011586854,0.8028874488769716,0.6003333333333334,39,-1.0
500,1,36.0,1.4279036075365663,0.778206484086503,0.5833333333333334,39,-1.0
500,2,35.0,2.1088443702339816,0.892144616316725,0.5961666666666666,39,-1.0
500,3,30.0,1.640138141859156,0.931798098840743,0.6465,39,-1.0
500,4,27.0,2.709245713775906,0.7936645875647204,0.561,39,-1.0
500,agg,,0.9532033770502248,0.747949116413354,0.5703333333333334,39,-1.0
500,naive_agg,,0.9368315711605124,0.7465737054751541,0.5728333333333333,39,-1.0
500,opt_naive_agg,,1.0928795546168717,0.7568696147195415,0.5785,39,-1.0
500,imputed_baseline,,0.8755426217763307,0.725288458149525,0.5636666666666666,39,-1.0
500,rw_imputed_baseline,,0.8812984974653291,0.7277191865625388,0.5611666666666667,39,-1.0
500,0,37.0,1.376863573350973,0.7815978503494455,0.5906666666666667,40,-1.0
500,1,36.0,1.605580334635954,0.797649554559613,0.5976666666666667,40,-1.0
500,2,35.0,1.1027246751725248,0.7990840882703683,0.59,40,-1.0
500,3,30.0,1.0493603653566133,0.7984781048285877,0.604,40,-1.0
500,4,27.0,1.6680227129905416,0.7688390713404325,0.5596666666666666,40,-1.0
500,agg,,1.0277640128239158,0.7482159440600404,0.5753333333333334,40,-1.0
500,naive_agg,,1.0703960183723102,0.746669532992681,0.5651666666666667,40,-1.0
500,opt_naive_agg,,1.1056628961165729,0.7477286250195293,0.566,40,-1.0
500,imputed_baseline,,0.8809272838292749,0.7291793789279382,0.5715,40,-1.0
500,rw_imputed_baseline,,0.8870198651014374,0.7323520143657042,0.5733333333333334,40,-1.0
500,0,37.0,0.9756601298594724,0.7683058056107777,0.5906666666666667,41,-1.0
500,1,36.0,1.422467927279289,0.7849865567109153,0.5841666666666666,41,-1.0
500,2,35.0,1.0369900431830594,0.7786450667380609,0.5976666666666667,41,-1.0
500,3,30.0,1.0328399995937572,0.8000038415349321,0.606,41,-1.0
500,4,27.0,1.2131442601671425,0.770225349521184,0.5633333333333334,41,-1.0
500,agg,,0.933542831595836,0.7461439912775817,0.5733333333333334,41,-1.0
500,naive_agg,,0.9331264815785344,0.7426800854098727,0.5615,41,-1.0
500,opt_naive_agg,,0.9428956886658146,0.7473165399851098,0.5615,41,-1.0
500,imputed_baseline,,1.3025844992885425,0.7362189020902848,0.5613333333333334,41,-1.0
500,rw_imputed_baseline,,1.1983278518244564,0.7361047973765291,0.5621666666666667,41,-1.0
500,0,37.0,0.977865657868394,0.7695637583090902,0.5918333333333333,42,-1.0
500,1,36.0,1.4836064880363662,0.8098626459071506,0.6115,42,-1.0
500,2,35.0,1.0407054797044268,0.7850717762021218,0.5926666666666667,42,-1.0
500,3,30.0,1.0159498637842412,0.779914584931467,0.5946666666666667,42,-1.0
500,4,27.0,0.8905742925736856,0.7295579849462329,0.5693333333333334,42,-1.0
500,agg,,0.8966227264829262,0.7313704895282706,0.5663333333333334,42,-1.0
500,naive_agg,,0.898084893360124,0.730293591005748,0.5591666666666667,42,-1.0
500,opt_naive_agg,,0.8798424382022362,0.7266453347964256,0.5591666666666667,42,-1.0
500,imputed_baseline,,0.8833346472285444,0.7287926118191854,0.5675,42,-1.0
500,rw_imputed_baseline,,0.8846800818573762,0.7294115920712646,0.5683333333333334,42,-1.0
500,0,37.0,0.9557260602429868,0.759864123279927,0.5956666666666667,43,-1.0
500,1,36.0,0.9879156409133244,0.7671903304916707,0.5791666666666667,43,-1.0
500,2,35.0,1.2651151709483217,0.7974736503974248,0.584,43,-1.0
500,3,30.0,1.8187607577802731,0.8524817823023104,0.565,43,-1.0
500,4,27.0,1.3044165924390203,0.7719105024603572,0.5736666666666667,43,-1.0
500,agg,,0.9149041988630606,0.7396252852826559,0.5731666666666667,43,-1.0
500,naive_agg,,0.9301853432870404,0.7442515355532922,0.569,43,-1.0
500,opt_naive_agg,,0.9247952068871834,0.735006417536026,0.56,43,-1.0
500,imputed_baseline,,0.8823490799827003,0.7255415879458376,0.5655,43,-1.0
500,rw_imputed_baseline,,0.8816453722869217,0.7257255964982182,0.5663333333333334,43,-1.0
500,0,37.0,1.054079282795713,0.7894054406309625,0.603,44,-1.0
500,1,36.0,1.2265375941492156,0.76115197968054,0.5838333333333333,44,-1.0
500,2,35.0,1.7781277157414836,0.8562795531710672,0.6338333333333334,44,-1.0
500,3,30.0,1.198877756842667,0.7846263774725245,0.5993333333333334,44,-1.0
500,4,27.0,0.9927458071409078,0.7526627358176826,0.5741666666666667,44,-1.0
500,agg,,0.9279199542182284,0.73979943739377,0.5716666666666667,44,-1.0
500,naive_agg,,0.9225867721888212,0.7328736761419096,0.5641666666666667,44,-1.0
500,opt_naive_agg,,0.9090349937282736,0.7324102267255239,0.5665,44,-1.0
500,imputed_baseline,,0.8965285162771106,0.7353026335924023,0.5733333333333334,44,-1.0
500,rw_imputed_baseline,,0.8980083853550923,0.7359631909022051,0.5731666666666667,44,-1.0
500,0,37.0,0.9759878084981248,0.7691366987762167,0.5848333333333333,45,-1.0
500,1,36.0,0.9565748872657632,0.7591308464824603,0.5823333333333334,45,-1.0
500,2,35.0,5.282792654741265,0.8225226701153524,0.5856666666666667,45,-1.0
500,3,30.0,1.0183200890186683,0.7944599844573431,0.5995,45,-1.0
500,4,27.0,0.887951230156317,0.7306325294466856,0.5651666666666667,45,-1.0
500,agg,,0.9003233147270886,0.7354038618374245,0.5635,45,-1.0
500,naive_agg,,1.0473690120149803,0.7450898777060331,0.5598333333333333,45,-1.0
500,opt_naive_agg,,0.8827086663916458,0.7303229648958955,0.558,45,-1.0
500,imputed_baseline,,0.913304296894038,0.7354297403923695,0.5601666666666667,45,-1.0
500,rw_imputed_baseline,,0.8921223239395218,0.731986728264491,0.5618333333333333,45,-1.0
500,0,37.0,0.9994904394161248,0.7798100268942136,0.595,46,-1.0
500,1,36.0,1.4983999792178608,0.8051344820498637,0.6098333333333333,46,-1.0
500,2,35.0,1.0233755439517724,0.7853262840274399,0.6015,46,-1.0
500,3,30.0,1.0862320126268687,0.7766461921515011,0.5811666666666667,46,-1.0
500,4,27.0,2.2560713350808133,0.7784472837062874,0.5648333333333333,46,-1.0
500,agg,,0.9205067163678162,0.7418080656736918,0.5671666666666667,46,-1.0
500,naive_agg,,0.918870369617454,0.7326900608163254,0.553,46,-1.0
500,opt_naive_agg,,0.9395869689064946,0.7315361389929053,0.5563333333333333,46,-1.0
500,imputed_baseline,,0.8866734864628931,0.7307188445946687,0.5715,46,-1.0
500,rw_imputed_baseline,,0.8991010302500099,0.735774040431053,0.5753333333333334,46,-1.0
500,0,37.0,1.1162400369594798,0.7637353614132859,0.5853333333333334,47,-1.0
500,1,36.0,1.2642836552918175,0.8110456088992299,0.6045,47,-1.0
500,2,35.0,1.6511126249483417,0.8386134742804785,0.5986666666666667,47,-1.0
500,3,30.0,1.4409020984075969,0.8385526733894314,0.6245,47,-1.0
